"ID,""NOME"",""DOB"",""SEXO"",""EMAIL"",""STATUS"",""LOGIN"",""SENHA"""
"25,""MÁRCIO DAVIS SANCHES"",,"""",""marcio@yahoo.com.br"",1,""marcio"",""marcio"""
"26,""ELIEL COSTA"",18/03/66,"""",""eliel@hotmail.com"",2,""elielELIEL"",""eliel"""
"27,""IGOR RAMOS PENHA"",15/04/56,""M"",""igor.penha@gmail.com"",2,""penha"",""penha"""
"28,""MESSIAS CAROLINA MUNIZ DE LIMA"",31/01/22,""M"",""messias.lima@yahoo.com.br"",1,""lima"",""lima"""
"29,""EDMILSON MORÃES"",29/08/53,"""",""edmilson.moraes@msn.com"",2,""moraes"",""moraes"""
"30,""GRACIENE CARLOS SALIMOS BITTENCOURT DE OLIVEIRA"",14/08/17,""F"",""graciene.oliveira@outlook.com"",1,""oliveiraGRACIENE"",""oliveira"""
"31,""CLAUBER"",29/12/60,""M"",""clauber@gmail.com"",2,""clauber"",""clauber"""
"32,""CIRENE DE BRITO"",,""F"",""cirene.brito@gmail.com"",2,""brito"",""brito"""
"33,""DEOMORAS VALENTE"",,"""",""deomoras@hotmail.com"",1,""deomoras"",""deomoras"""
"34,""SONIA"",,""F"",""sonia@outlook.com"",1,""sonia"",""sonia"""
"35,""MICHEL BRUNO SOARES"",,"""",""michel@outlook.com"",1,""michel"",""michel"""
"36,""DANIEL MOREIRA"",06/04/43,""M"",""daniel@gmail.com"",2,""danielDANIEL"",""daniel"""
"37,""IRACY FERNANDO RODRIGUES"",16/10/73,"""",""iracy@uol.com.br"",2,""iracy"",""iracy"""
"38,""EMILLI KEVEM GONÇALVES TAVARES"",,"""",""emilli.tavares@uol.com.br"",,""tavares"",""tavares"""
"39,""MARCOS PRISCILA JARDIM SILVA"",,"""",""marcos.silva@yahoo.com.br"",2,""silvaMARCOS"",""silva"""
"40,""GISELE YOKO MARTINS"",30/06/28,"""",""gisele@gmail.com"",2,""gisele"",""gisele"""
"41,""GIOVANNE DE CARVALHO"",,""M"",""giovanne@terra.com.br"",1,""giovanne"",""giovanne"""
"42,""ANDREIA"",04/02/98,""F"",""andreia@gmail.com"",1,""andreia"",""andreia"""
"43,""LIBIA JUNIOR LOPES"",,"""",""libia@outlook.com"",2,""libia"",""libia"""
"44,""ANNE"",11/09/94,"""",""anne@yahoo.com.br"",1,""anne"",""anne"""
"45,""AROLDO"",,""M"",""aroldo@uol.com.br"",2,""aroldo"",""aroldo"""
"46,""EDGAR DELSA ARAÚJO"",,""M"",""edgar@msn.com"",2,""edgar"",""edgar"""
"47,""CARLOS BAIA"",26/08/80,""M"",""carlos.baia@yahoo.com.br"",2,""baia"",""baia"""
"48,""MARCELLA"",,"""",""marcella@terra.com.br"",2,""marcella"",""marcella"""
"49,""ELIDIANE DOS SANTOS"",,"""",""elidiane@uol.com.br"",,""elidiane"",""elidiane"""
"50,""ADEILDO"",18/04/76,"""",""adeildo@uol.com.br"",1,""adeildoADEILDO"",""adeildo"""
"51,""LUCAS"",12/07/35,"""",""lucas@terra.com.br"",1,""lucas"",""lucas"""
"52,""MAURÍCIO"",07/08/32,"""",""mauricio@outlook.com"",2,""mauricio"",""mauricio"""
"53,""SUANNY COUTINHO"",,""M"",""suanny.coutinho@outlook.com"",1,""coutinho"",""coutinho"""
"54,""RENAN"",,""M"",""renan@msn.com"",2,""renan"",""renan"""
"55,""ROSANGELA"",,"""",""rosangela@yahoo.com.br"",1,""rosangela"",""rosangela"""
"56,""ADRIELLE DE LIMA"",,""M"",""adrielle.lima@terra.com.br"",,""limaADRIELLE"",""lima"""
"57,""ALYANE FONSECA"",20/04/09,""F"",""alyane.fonseca@com.br"",1,""fonseca"",""fonseca"""
"58,""ELDAANE DANTAS DA SILVA"",29/04/36,""F"",""eldaane.silva@uol.com.br"",1,""silvaELDAANE"",""silva"""
"59,""DENILSON LIMA"",,""M"",""denilson.lima@outlook.com"",2,""limaDENILSON"",""lima"""
"60,""ERIVAN NONATA SILVA VIEGAS"",,""M"",""erivan.viegas@outlook.com"",2,""viegas"",""viegas"""
"61,""LISMAR"",,"""",""lismar@msn.com"",2,""lismar"",""lismar"""
"62,""DERLIANE"",,""F"",""derliane@com.br"",2,""derliane"",""derliane"""
"63,""DAYANE AUGUSTO BELÉM"",,""F"",""dayane@terra.com.br"",1,""dayane"",""dayane"""
"64,""FLAVIANA"",12/06/05,"""",""flaviana@outlook.com"",1,""flaviana"",""flaviana"""
"65,""ANTENOR"",,""M"",""antenor@gmail.com"",2,""antenor"",""antenor"""
"66,""EMANUELA EMERSON MORÃES"",,""F"",""emanuela@outlook.com"",1,""emanuela"",""emanuela"""
"67,""MARINELMA"",,""F"",""marinelma@msn.com"",2,""marinelma"",""marinelma"""
"68,""MARCO FARIAS"",12/10/18,"""",""marco@gmail.com"",2,""marco"",""marco"""
"69,""RODRIGO"",,""M"",""rodrigo@yahoo.com.br"",2,""rodrigo"",""rodrigo"""
"70,""AMIRALDO COSTA DOS SANTOS"",,"""",""amiraldo@hotmail.com"",,""amiraldo"",""amiraldo"""
"71,""CIRENE MOREIRA"",11/08/81,"""",""cirene.moreira@com.br"",2,""moreira"",""moreira"""
"72,""VANESSA DOS SANTOS"",,""F"",""vanessa@uol.com.br"",1,""vanessa"",""vanessa"""
"73,""FÁBIO ALEF CARDOSO DE SOUZA"",,"""",""fabio.souza@yahoo.com.br"",1,""souza"",""souza"""
"74,""DARLAN DE MORÃES"",,""M"",""darlan.moraes@yahoo.com.br"",2,""moraesDARLAN"",""moraes"""
"75,""ELIONEIDE CRISTIANO LIMA TELES"",28/06/37,"""",""elioneide.teles@uol.com.br"",1,""teles"",""teles"""
"76,""EMERSON TAVARES"",,""M"",""emerson.tavares@msn.com"",1,""tavaresEMERSON"",""tavares"""
"77,""DAIANE BRITO ALBUQUERQUE"",,"""",""daiane.albuquerque@gmail.com"",1,""albuquerque"",""albuquerque"""
"78,""ANTÔNIO DA SILVA"",,""M"",""antonio@yahoo.com.br"",1,""antonio"",""antonio"""
"79,""JUCINETE BIAPINO DA ROCHA"",,""F"",""jucinete.rocha@uol.com.br"",1,""rocha"",""rocha"""
"80,""DAIANI"",22/01/45,""F"",""daiani@terra.com.br"",2,""daiani"",""daiani"""
"81,""FRANCISCO"",,"""",""francisco@uol.com.br"",1,""francisco"",""francisco"""
"82,""LOIDE VILHENA"",,""F"",""loide.vilhena@yahoo.com.br"",2,""vilhena"",""vilhena"""
"83,""FREDSON FERREIRA FERREIRA"",,"""",""fredson.ferreira@hotmail.com"",2,""ferreiraFREDSON"",""ferreira"""
"84,""CARLOS MACHADO"",01/04/91,""M"",""carlos.machado@msn.com"",1,""machado"",""machado"""
"85,""FELIPE"",15/04/03,""M"",""felipe@outlook.com"",1,""felipe"",""felipe"""
"86,""ANTÔNIO SOUSA"",,""M"",""antonio@uol.com.br"",2,""antonioANTONIO"",""antonio"""
"87,""EILON CRISTINA VIEIRA GARCIA"",,"""",""eilon.garcia@terra.com.br"",1,""garcia"",""garcia"""
"88,""HERMANN DOS SANTOS"",,"""",""hermann@com.br"",2,""hermann"",""hermann"""
"89,""DANIELLE DE JESUS MUNIZ DOS SANTOS"",01/02/49,"""",""danielle.santos@yahoo.com.br"",2,""santos"",""santos"""
"90,""NAIR MACHADO BASTOS"",21/02/75,"""",""nair.bastos@uol.com.br"",2,""bastos"",""bastos"""
"91,""GELDY"",,""F"",""geldy@yahoo.com.br"",1,""geldy"",""geldy"""
"92,""DARLAN"",17/05/88,"""",""darlan@outlook.com"",1,""darlan"",""darlan"""
"93,""ROBERTO"",24/05/22,"""",""roberto@uol.com.br"",1,""roberto"",""roberto"""
"94,""ARNALDO DE FREITAS"",,""M"",""arnaldo.freitas@uol.com.br"",1,""freitas"",""freitas"""
"95,""CARLOS"",,""M"",""carlos@outlook.com"",2,""carlosCARLOS"",""carlos"""
"96,""EUREMI DOS SANTOS"",02/09/79,""M"",""euremi@terra.com.br"",2,""euremi"",""euremi"""
"97,""EDSON"",10/06/81,""M"",""edson@yahoo.com.br"",1,""edson"",""edson"""
"98,""CELSO BRASIL"",26/07/68,""M"",""celso@msn.com"",1,""celso"",""celso"""
"99,""LIDIENE KOPIKAHOK"",,"""",""lidiene.kopikahok@hotmail.com"",1,""kopikahok"",""kopikahok"""
"100,""EDMAR CHAVES DE ALMEIDA"",,""M"",""edmar.almeida@uol.com.br"",2,""almeida"",""almeida"""
"101,""ARENILDO SERRÃO DOS SANTOS"",08/11/35,"""",""arenildo.santos@hotmail.com"",2,""santosARENILDO"",""santos"""
"102,""MARIA CRISTINA MAGALHÃES"",,"""",""maria@uol.com.br"",2,""mariaMARIA"",""maria"""
"103,""DARLENE CLEIDE DOS REIS"",27/01/14,"""",""darlene@yahoo.com.br"",1,""darlene"",""darlene"""
"104,""ELY"",19/01/62,"""",""ely@com.br"",2,""ely"",""ely"""
"105,""EDMAR PEREIRA DOS SANTOS"",05/05/91,""M"",""edmar.santos@yahoo.com.br"",1,""santosEDMAR"",""santos"""
"106,""MARIA GEORGE SILVA DE MELO"",,""F"",""maria.melo@msn.com"",1,""melo"",""melo"""
"107,""MAYRA"",,"""",""mayra@hotmail.com"",1,""mayra"",""mayra"""
"108,""IZABELA"",01/12/24,"""",""izabela@com.br"",1,""izabela"",""izabela"""
"109,""ANDERSON DE ARAÚJO"",,"""",""anderson.araujo@hotmail.com"",,""araujoANDERSON"",""araujo"""
"110,""IRIVAN"",,"""",""irivan@uol.com.br"",2,""irivan"",""irivan"""
"111,""LUCIANO REIS RIBEIRO"",18/01/65,""M"",""luciano@msn.com"",2,""luciano"",""luciano"""
"112,""MARCO ALVES"",07/11/00,"""",""marco.alves@yahoo.com.br"",2,""alves"",""alves"""
"113,""ANDRÉ LOBO DE ALMEIDA"",26/09/54,""M"",""andre@msn.com"",2,""andreANDRE"",""andre"""
"114,""BENEDITO"",,""M"",""benedito@uol.com.br"",1,""benedito"",""benedito"""
"115,""VALDIRENE"",30/01/91,""M"",""valdirene@hotmail.com"",1,""valdirene"",""valdirene"""
"116,""EDREILSON"",,"""",""edreilson@uol.com.br"",2,""edreilson"",""edreilson"""
"117,""JOSUE CRISTINA MACHADO"",,"""",""josue@uol.com.br"",2,""josue"",""josue"""
"118,""CATIA LUIZ SOUZA PANTOJA"",28/08/24,""F"",""catia.pantoja@outlook.com"",2,""pantoja"",""pantoja"""
"119,""SANDRA PACHECO NERY"",,"""",""sandra.nery@com.br"",1,""nery"",""nery"""
"120,""ERICK ROBERTO DA CONCEIÇÃO DOS SANTOS"",,"""",""erick.santos@uol.com.br"",,""santosERICK"",""santos"""
"121,""EMANUELA LOPES"",03/07/46,"""",""emanuela.lopes@com.br"",1,""lopes"",""lopes"""
"122,""JEFFERSON CARLOS SANTOS"",,"""",""jefferson@msn.com"",1,""jefferson"",""jefferson"""
"123,""ANNE MACIEL"",,""F"",""anne@msn.com"",1,""anneANNE"",""anne"""
"124,""CARLOS PEREIRA DOS SANTOS"",04/04/74,""M"",""carlos@msn.com"",2,""carlosCARLOS0"",""carlos"""
"125,""RUI DOS SANTOS LUZ"",17/05/83,"""",""rui.luz@outlook.com"",2,""luz"",""luz"""
"126,""JOÃO"",,"""",""joao@outlook.com"",,""joao"",""joao"""
"127,""ROSEMARY GRANDO"",,"""",""rosemary.grando@uol.com.br"",,""grando"",""grando"""
"128,""ANDRÉ SAMPAIO BATISTA"",08/12/04,"""",""andre.batista@hotmail.com"",,""batista"",""batista"""
"129,""DOMINGOS ANDREYGIUSTI"",,"""",""domingos@gmail.com"",2,""domingos"",""domingos"""
"130,""LIGIANE DE SOUSA"",,""F"",""ligiane.sousa@outlook.com"",1,""sousa"",""sousa"""
"131,""ALDILENE SANTO"",,"""",""aldilene.santo@gmail.com"",2,""santo"",""santo"""
"132,""IGOR COSTA SOARES"",,"""",""igor.soares@yahoo.com.br"",1,""soares"",""soares"""
"133,""RICARDO"",30/10/15,""M"",""ricardo@uol.com.br"",1,""ricardo"",""ricardo"""
"134,""FRANKMARLON DA SILVA"",,"""",""frankmarlon@terra.com.br"",1,""frankmarlon"",""frankmarlon"""
"135,""FLÁVIO"",20/02/49,"""",""flavio@uol.com.br"",,""flavio"",""flavio"""
"136,""ANDRÉ"",02/03/50,""M"",""andre@msn.com"",1,""andreANDRE5"",""andre"""
"137,""ELISANGELA BRITO"",03/10/05,""M"",""elisangela.brito@outlook.com"",,""britoELISANGELA"",""brito"""
"138,""DARLENE RUAN SOUZA DOS SANTOS"",24/02/84,"""",""darlene.santos@terra.com.br"",1,""santosDARLENE"",""santos"""
"139,""CLAUDIANI TAVARES"",,""F"",""claudiani.tavares@gmail.com"",2,""tavaresCLAUDIANI"",""tavares"""
"140,""MÁRIO"",12/03/94,"""",""mario@com.br"",2,""mario"",""mario"""
"141,""CAIO DA COSTA"",26/06/23,""M"",""caio.costa@com.br"",2,""costa"",""costa"""
"142,""LAUDEMIR DE OLIVEIRA CRUZ"",15/08/37,""M"",""laudemir.cruz@com.br"",1,""cruz"",""cruz"""
"143,""LUCINEIDE"",,""F"",""lucineide@uol.com.br"",1,""lucineide"",""lucineide"""
"144,""KEILA"",,""F"",""keila@yahoo.com.br"",1,""keila"",""keila"""
"145,""EVAIR"",,""M"",""evair@msn.com"",2,""evair"",""evair"""
"146,""LUIZ DA SILVA SALES DA SILVA"",,"""",""luiz.silva@gmail.com"",1,""silvaLUIZ"",""silva"""
"147,""FRANCINEUDO BARARUA"",,""M"",""francineudo@uol.com.br"",2,""francineudo"",""francineudo"""
"148,""RAIMUNDO"",05/08/11,""M"",""raimundo@gmail.com"",1,""raimundo"",""raimundo"""
"149,""BRUNO DE OLIVEIRA PEREIRA"",,""M"",""bruno.pereira@terra.com.br"",2,""pereira"",""pereira"""
"150,""DASSAIEV ANDRÉ FEITOZA COSTA"",,""M"",""dassaiev.costa@msn.com"",,""costaDASSAIEV"",""costa"""
"151,""ATANAGRO DO NASCIMENTO"",,""M"",""atanagro@terra.com.br"",2,""atanagro"",""atanagro"""
"152,""EDSON CARDOSO"",,""M"",""edson.cardoso@terra.com.br"",2,""cardoso"",""cardoso"""
"153,""ELIASIBE DE SOUZA"",,""F"",""eliasibe@hotmail.com"",1,""eliasibe"",""eliasibe"""
"154,""EBERTON ROGÉRIO DOS ANJOS GOMES"",28/07/66,"""",""eberton.gomes@com.br"",2,""gomes"",""gomes"""
"155,""ELIAS MESSIAS MELO DOS SANTOS"",,""M"",""elias.santos@terra.com.br"",2,""santosELIAS"",""santos"""
"156,""GILBERTO DIAS"",,""M"",""gilberto@terra.com.br"",1,""gilberto"",""gilberto"""
"157,""EUREMI DO NASCIMENTO"",,""M"",""euremi.nascimento@uol.com.br"",2,""nascimento"",""nascimento"""
"158,""CICERO BERG DOS SANTOS"",01/06/34,"""",""cicero@uol.com.br"",1,""cicero"",""cicero"""
"159,""ALDEIDE DA SILVA"",,""F"",""aldeide@yahoo.com.br"",2,""aldeide"",""aldeide"""
"160,""BRUNA GÓES PEIXOTO DA SILVA"",14/07/51,"""",""bruna.silva@msn.com"",2,""silvaBRUNA"",""silva"""
"161,""CLEBSON DIAS"",,""M"",""clebson.dias@terra.com.br"",1,""dias"",""dias"""
"162,""NILSON SOUZA SILVA"",,""M"",""nilson.silva@com.br"",2,""silvaNILSON"",""silva"""
"163,""TAMARA DOS SANTOS"",,""F"",""tamara.santos@terra.com.br"",2,""santosTAMARA"",""santos"""
"164,""LINDALVA CESAR DOS REIS"",26/12/18,""F"",""lindalva@outlook.com"",2,""lindalva"",""lindalva"""
"165,""JUCINEIA RENNAN MIRANDA"",,""F"",""jucineia@gmail.com"",1,""jucineia"",""jucineia"""
"166,""EDERSON FERREIRA DOS SANTOS"",,""M"",""ederson.santos@gmail.com"",,""santosEDERSON"",""santos"""
"167,""PAULO ALVES BRITO"",17/05/53,""M"",""paulo.brito@hotmail.com"",2,""britoPAULO"",""brito"""
"168,""LEILA DE ALENCAR"",,""F"",""leila.alencar@terra.com.br"",2,""alencarLEILA"",""alencar"""
"169,""PAULO"",,""M"",""paulo@terra.com.br"",1,""paulo"",""paulo"""
"170,""ELIZANGELA"",12/02/17,""F"",""elizangela@uol.com.br"",1,""elizangela"",""elizangela"""
"171,""ALCILEIA"",22/01/42,"""",""alcileia@com.br"",1,""alcileia"",""alcileia"""
"172,""EDILSON CARDOSO"",25/07/72,"""",""edilson.cardoso@msn.com"",2,""cardosoEDILSON"",""cardoso"""
"173,""ANTÔNIO"",,"""",""antonio@msn.com"",1,""antonioANTONIO4"",""antonio"""
"174,""EDNEY DO NASCIMENTO"",04/03/62,""M"",""edney.nascimento@terra.com.br"",1,""nascimentoEDNEY"",""nascimento"""
"175,""ALMIR"",,""M"",""almir@uol.com.br"",2,""almir"",""almir"""
"176,""JOSÉ DE PAULA"",07/04/51,"""",""jose@com.br"",1,""joseJOSE"",""jose"""
"177,""WALA MENDES"",,""M"",""wala.mendes@uol.com.br"",,""mendes"",""mendes"""
"178,""SELMA ESPINDOLA"",,"""",""selma@com.br"",1,""selma"",""selma"""
"179,""REGILENE JUNIOR"",,""F"",""regilene.junior@com.br"",2,""junior"",""junior"""
"180,""CAROLINI"",29/01/89,""F"",""carolini@yahoo.com.br"",2,""carolini"",""carolini"""
"181,""AURICELIA"",,""F"",""auricelia@yahoo.com.br"",1,""auricelia"",""auricelia"""
"182,""ALESSANDRO PERNA"",01/08/91,"""",""alessandro.perna@yahoo.com.br"",1,""perna"",""perna"""
"183,""ERICK BORGES"",18/11/35,"""",""erick@yahoo.com.br"",,""erick"",""erick"""
"184,""MICHELE DA SILVA"",21/01/41,""F"",""michele.silva@terra.com.br"",2,""silvaMICHELE"",""silva"""
"185,""RAIONILSON BARBOSA"",30/09/48,""M"",""raionilson@msn.com"",2,""raionilson"",""raionilson"""
"186,""CLEIBIANE"",,"""",""cleibiane@com.br"",1,""cleibiane"",""cleibiane"""
"187,""REGINALDO"",25/09/41,"""",""reginaldo@uol.com.br"",2,""reginaldo"",""reginaldo"""
"188,""JANE NOGUEIRA"",03/01/11,""F"",""jane@outlook.com"",1,""jane"",""jane"""
"189,""MARIA VICTOR DA CRUZ SOUTO"",07/03/79,"""",""maria@outlook.com"",2,""mariaMARIA2"",""maria"""
"190,""FRANCISCO"",,""M"",""francisco@yahoo.com.br"",,""franciscoFRANCISCO"",""francisco"""
"191,""FÁBIO ROGÉRIO DOS ANJOS DOS SANTOS"",,""M"",""fabio.santos@terra.com.br"",1,""santosFABIO"",""santos"""
"192,""FELIPE MOREIRA GONÇALVES"",28/04/08,""M"",""felipe.goncalves@com.br"",2,""goncalves"",""goncalves"""
"193,""FRANCINEUDO DOS SANTOS"",01/01/89,"""",""francineudo@hotmail.com"",2,""francineudoFRANCINEUDO"",""francineudo"""
"194,""CARLA MORÃES PALHETA"",,"""",""carla.palheta@hotmail.com"",1,""palheta"",""palheta"""
"195,""FRANCINEY MARREIROS DA COSTA"",,"""",""franciney.costa@outlook.com"",1,""costaFRANCINEY"",""costa"""
"196,""FÁBIO SANTOS"",05/01/80,""M"",""fabio@yahoo.com.br"",1,""fabio"",""fabio"""
"197,""MARGARETE SAULO SILVA"",13/01/15,"""",""margarete@yahoo.com.br"",2,""margarete"",""margarete"""
"198,""EILON"",05/11/35,"""",""eilon@gmail.com"",1,""eilon"",""eilon"""
"199,""CARLOS DAS NEVES CAVALCANTE LEÃO"",08/01/55,""M"",""carlos.leao@gmail.com"",2,""leao"",""leao"""
"200,""ALESSANDRA PACHECO"",,""F"",""alessandra@msn.com"",2,""alessandra"",""alessandra"""
"201,""CLEIDISON DA SILVA"",,""M"",""cleidison.silva@yahoo.com.br"",2,""silvaCLEIDISON"",""silva"""
"202,""PATRICK MACIEL DE SOUZA"",09/12/24,"""",""patrick.souza@hotmail.com"",1,""souzaPATRICK"",""souza"""
"203,""EDINELSON DE VILHENA"",,"""",""edinelson.vilhena@com.br"",2,""vilhenaEDINELSON"",""vilhena"""
"204,""BIANCA DA SILVA"",15/04/33,"""",""bianca.silva@hotmail.com"",2,""silvaBIANCA"",""silva"""
"205,""FRANCISCA JUNIOR"",08/01/46,"""",""francisca.junior@terra.com.br"",2,""juniorFRANCISCA"",""junior"""
"206,""DANNIELE DALSOM DE MELO BEZERRA"",,"""",""danniele.bezerra@hotmail.com"",1,""bezerra"",""bezerra"""
"207,""AROLDO"",11/08/00,"""",""aroldo@msn.com"",2,""aroldoAROLDO"",""aroldo"""
"208,""LEDIANE RODRIGUES"",25/05/98,""F"",""lediane.rodrigues@gmail.com"",1,""rodrigues"",""rodrigues"""
"209,""JONNATHAN COSTA"",15/11/41,"""",""jonnathan.costa@gmail.com"",1,""costaJONNATHAN"",""costa"""
"210,""EDILSON"",03/03/41,"""",""edilson@outlook.com"",1,""edilson"",""edilson"""
"211,""DIEGO"",10/01/71,"""",""diego@msn.com"",1,""diego"",""diego"""
"212,""ARTENIZA BELO"",24/01/72,"""",""arteniza.belo@uol.com.br"",1,""belo"",""belo"""
"213,""FREDSON SÉRGIO DO NASCIMENTO"",29/04/92,""M"",""fredson@msn.com"",2,""fredson"",""fredson"""
"214,""JOABER BELFOR DE FREITAS"",,""M"",""joaber@outlook.com"",1,""joaber"",""joaber"""
"215,""EDMILSON GARCIA DE LIMA"",11/01/88,"""",""edmilson.lima@uol.com.br"",,""limaEDMILSON"",""lima"""
"216,""ROMMEL"",15/02/60,""M"",""rommel@uol.com.br"",2,""rommel"",""rommel"""
"217,""FABIANO SILVA"",,"""",""fabiano.silva@hotmail.com"",1,""silvaFABIANO"",""silva"""
"218,""ANA PEREIRA"",,"""",""ana@msn.com"",2,""ana"",""ana"""
"219,""MONIK ALENCAR"",10/02/50,""F"",""monik@gmail.com"",2,""monik"",""monik"""
"220,""ELILSON"",28/01/75,"""",""elilson@outlook.com"",1,""elilson"",""elilson"""
"221,""ANTÔNIO"",14/10/40,""M"",""antonio@hotmail.com"",2,""antonioANTONIO1"",""antonio"""
"222,""YALLEY"",26/09/68,"""",""yalley@hotmail.com"",2,""yalley"",""yalley"""
"223,""MARCELO BAIA ALMEIDA CORDOVIL"",,"""",""marcelo@uol.com.br"",1,""marcelo"",""marcelo"""
"224,""VALERIA"",04/12/67,"""",""valeria@com.br"",2,""valeria"",""valeria"""
"225,""DÉBORA LILI DE MOURA SILVA"",17/09/55,""F"",""debora@outlook.com"",2,""debora"",""debora"""
"226,""SAMUEL PEREIRA"",,""M"",""samuel.pereira@msn.com"",1,""pereiraSAMUEL"",""pereira"""
"227,""ORLANDO NUNES"",,"""",""orlando@msn.com"",2,""orlando"",""orlando"""
"228,""GLAUCON DOS SANTOS PANTOJA"",,"""",""glaucon.pantoja@terra.com.br"",2,""pantojaGLAUCON"",""pantoja"""
"229,""AROLDO SILVA"",,""M"",""aroldo@yahoo.com.br"",2,""aroldoAROLDO4"",""aroldo"""
"230,""ARLETE PAULODE FREITAS AGUIAR"",26/04/63,"""",""arlete.aguiar@msn.com"",2,""aguiar"",""aguiar"""
"231,""RUTH VALADARES"",,""F"",""ruth.valadares@outlook.com"",1,""valadares"",""valadares"""
"232,""CLEUSON DE SOUZA MEDEIROS"",,""M"",""cleuson.medeiros@hotmail.com"",1,""medeiros"",""medeiros"""
"233,""ALINE DUARTE"",,""F"",""aline@gmail.com"",2,""aline"",""aline"""
"234,""ALANA DE SÁ"",,""F"",""alana.sa@gmail.com"",1,""sa"",""sa"""
"235,""ALEX"",02/12/63,"""",""alex@msn.com"",,""alex"",""alex"""
"236,""DESUSILENE MONTEIRO"",04/10/67,""F"",""desusilene.monteiro@terra.com.br"",1,""monteiro"",""monteiro"""
"237,""NARLY FERNANDO RODRIGUES FURTADO"",10/05/74,"""",""narly.furtado@outlook.com"",1,""furtado"",""furtado"""
"238,""AMANDA DO SOCORRO DE ARAÚJO"",,"""",""amanda@outlook.com"",1,""amanda"",""amanda"""
"239,""ELIAS DE MELO"",,"""",""elias.melo@msn.com"",1,""meloELIAS"",""melo"""
"240,""JOSÉ"",24/04/15,"""",""jose@msn.com"",2,""joseJOSE1"",""jose"""
"241,""ANGELINO FIGUEIREDO"",,"""",""angelino.figueiredo@com.br"",2,""figueiredo"",""figueiredo"""
"242,""ROAMA DA SILVA"",,"""",""roama.silva@terra.com.br"",1,""silvaROAMA"",""silva"""
"243,""DAIANE SETUBAL"",04/02/82,"""",""daiane@com.br"",2,""daiane"",""daiane"""
"244,""CLEY"",,""M"",""cley@outlook.com"",2,""cley"",""cley"""
"245,""ERISSON FILHO"",,""M"",""erisson.filho@com.br"",1,""filho"",""filho"""
"246,""JOSYANNE BRAGA"",,"""",""josyanne.braga@terra.com.br"",2,""braga"",""braga"""
"247,""RAIMUNDO BARBOSA BARBOSA"",,"""",""raimundo.barbosa@gmail.com"",,""barbosa"",""barbosa"""
"248,""RICARDO"",,""M"",""ricardo@uol.com.br"",2,""ricardoRICARDO"",""ricardo"""
